Category,Price,Rating,Discount,Stock,In_Stock
ELECTRONICS,7624.67,2.91,8.95,Out of Stock,0
FOOD,631.39,3.96,9.5,In Stock,1
FURNITURE,6097.9,1.13,8.75,Out of Stock,0
FOOD,222.47,3.3,19.61,In Stock,1
FURNITURE,11174.51,3.63,7.55,Out of Stock,0
ELECTRONICS,9470.27,4.75,16.15,Out of Stock,0
CLOTHING,2088.98,2.91,49.23,In Stock,1
CLOTHING,1185.34,2.61,24.9,Out of Stock,0
FOOD,92.63,4.96,17.65,In Stock,1
FURNITURE,8628.3,3.3,7.46,Out of Stock,0
CLOTHING,580.16,3.84,37.23,In Stock,1
FOOD,362.56,4.51,6.81,In Stock,1
ELECTRONICS,6106.38,1.65,7.44,Out of Stock,0
FOOD,685.26,4.66,11.48,In Stock,1
CLOTHING,1972.8,4.16,15.85,In Stock,1
FURNITURE,5017.69,4.4,9.26,In Stock,1
FOOD,786.06,3.68,21.09,In Stock,1
CLOTHING,1056.51,2.78,28.04,Out of Stock,0
ELECTRONICS,6598.09,3.03,5.26,Out of Stock,0
ELECTRONICS,5178.74,3.82,9.84,Out of Stock,0
ELECTRONICS,7251.75,1.69,2.05,Out of Stock,0
CLOTHING,2031.48,2.28,38.94,In Stock,1
ELECTRONICS,3246.13,1.87,13.36,Out of Stock,0
FOOD,588.9,3.15,24.63,In Stock,1
FOOD,419.78,3.96,18.02,In Stock,1
ELECTRONICS,8409.17,4.97,4.65,In Stock,1
FURNITURE,10487.35,2.61,0.59,Out of Stock,0
FOOD,60.85,3.24,19.47,In Stock,1
ELECTRONICS,7835.82,3.21,0.64,Out of Stock,0
FOOD,401.98,3.96,11.93,In Stock,1
FOOD,518.69,4.56,23.52,In Stock,1
ELECTRONICS,7596.4,4.43,7.83,Out of Stock,0
CLOTHING,2721.73,2.72,12.23,In Stock,1
CLOTHING,1787.38,4.39,23.77,In Stock,1
ELECTRONICS,6145.58,1.93,18.03,Out of Stock,0
ELECTRONICS,13007.0,2.94,9.24,Out of Stock,0
FURNITURE,8691.91,2.37,13.73,Out of Stock,0
FOOD,144.21,3.84,10.34,In Stock,1
CLOTHING,1745.38,3.46,28.35,In Stock,1
CLOTHING,849.8,3.54,15.91,In Stock,1
FOOD,188.25,3.96,22.88,In Stock,1
ELECTRONICS,370.58,4.25,21.83,In Stock,1
ELECTRONICS,8396.58,2.88,7.76,In Stock,1
FOOD,331.97,4.28,14.84,In Stock,1
FURNITURE,13189.59,4.06,2.56,Out of Stock,0
CLOTHING,840.58,3.89,18.56,Out of Stock,0
ELECTRONICS,5092.85,4.55,4.54,Out of Stock,0
FURNITURE,14151.37,3.51,11.44,Out of Stock,0
ELECTRONICS,6007.31,1.94,10.43,Out of Stock,0
CLOTHING,930.25,2.92,19.47,In Stock,1
ELECTRONICS,5798.15,1.82,15.77,Out of Stock,0
CLOTHING,1787.38,2.09,33.32,In Stock,1
FURNITURE,14711.8,2.16,1.78,Out of Stock,0
FOOD,477.79,4.81,23.52,In Stock,1
ELECTRONICS,8112.58,2.26,10.84,Out of Stock,0
FURNITURE,4094.94,3.38,10.88,Out of Stock,0
FURNITURE,14580.38,1.91,0.28,Out of Stock,0
FURNITURE,9547.3,3.47,11.86,Out of Stock,0
ELECTRONICS,5968.69,2.05,10.25,Out of Stock,0
CLOTHING,1326.5,4.58,12.23,In Stock,1
FURNITURE,12594.94,3.03,11.6,In Stock,1
FURNITURE,6992.08,3.91,4.12,Out of Stock,0
ELECTRONICS,7730.49,1.86,9.51,Out of Stock,0
ELECTRONICS,6590.88,2.07,19.34,Out of Stock,0
CLOTHING,900.19,4.36,49.29,In Stock,1
FURNITURE,3238.82,3.45,3.79,Out of Stock,0
FOOD,80.37,3.81,28.06,In Stock,1
CLOTHING,529.41,3.76,27.56,In Stock,1
ELECTRONICS,9366.92,3.03,13.63,Out of Stock,0
FOOD,560.08,4.34,28.27,In Stock,1
FURNITURE,12877.05,1.15,7.07,Out of Stock,0
CLOTHING,1494.88,3.46,25.31,In Stock,1
FURNITURE,7610.33,2.51,14.69,Out of Stock,0
FURNITURE,4063.6,4.23,7.2,Out of Stock,0
ELECTRONICS,8118.71,4.32,7.21,In Stock,1
FOOD,372.82,3.82,11.24,In Stock,1
CLOTHING,2813.82,4.49,9.9,In Stock,1
FURNITURE,4297.48,2.5,1.48,Out of Stock,0
FOOD,514.32,3.29,15.67,In Stock,1
FOOD,55.41,3.63,20.32,In Stock,1
FURNITURE,8808.47,4.42,13.11,Out of Stock,0
CLOTHING,1397.68,2.14,43.05,In Stock,1
FURNITURE,13934.81,3.87,1.92,In Stock,1
ELECTRONICS,798.44,3.52,21.73,In Stock,1
ELECTRONICS,9540.17,1.94,18.17,In Stock,1
FOOD,282.11,4.95,8.44,In Stock,1
FURNITURE,14441.23,2.75,10.64,Out of Stock,0
CLOTHING,1830.28,3.43,15.06,In Stock,1
FURNITURE,11467.15,1.67,8.29,Out of Stock,0
FURNITURE,6038.94,4.34,0.43,Out of Stock,0
CLOTHING,999.32,2.73,23.63,In Stock,1
FURNITURE,5792.76,2.72,13.09,Out of Stock,0
ELECTRONICS,8560.32,3.32,1.78,Out of Stock,0
ELECTRONICS,8469.96,1.67,15.73,In Stock,1
ELECTRONICS,6250.28,2.67,7.01,In Stock,1
FURNITURE,13305.77,1.44,8.48,Out of Stock,0
FOOD,156.55,4.41,27.15,In Stock,1
ELECTRONICS,7251.75,2.95,18.55,In Stock,1
CLOTHING,1802.48,3.46,31.02,In Stock,1
FOOD,566.92,3.21,24.63,In Stock,1
ELECTRONICS,7177.53,1.29,15.72,Out of Stock,0
FURNITURE,7523.4,1.35,9.51,Out of Stock,0
FURNITURE,13561.58,4.11,14.36,Out of Stock,0
FOOD,700.78,3.0,11.41,Out of Stock,0
FURNITURE,12822.51,2.28,9.02,Out of Stock,0
CLOTHING,2015.79,3.1,45.7,In Stock,1
FURNITURE,9038.74,2.63,14.96,Out of Stock,0
FOOD,420.13,3.36,15.39,In Stock,1
FOOD,660.51,3.96,23.66,In Stock,1
ELECTRONICS,8540.12,2.02,17.24,Out of Stock,0
FURNITURE,13721.32,1.68,1.96,Out of Stock,0
CLOTHING,2939.01,4.6,45.2,In Stock,1
ELECTRONICS,9431.88,3.17,12.93,Out of Stock,0
ELECTRONICS,7726.81,1.2,14.91,Out of Stock,0
FOOD,419.74,4.3,15.08,In Stock,1
ELECTRONICS,418.86,3.34,8.36,In Stock,1
FOOD,169.14,3.39,29.19,In Stock,1
FURNITURE,4837.36,2.75,8.86,Out of Stock,0
ELECTRONICS,8050.89,1.62,15.87,Out of Stock,0
FOOD,638.9,3.47,8.66,In Stock,1
ELECTRONICS,9689.94,4.3,13.96,In Stock,1
FURNITURE,3986.8,2.75,8.39,Out of Stock,0
FURNITURE,5248.94,2.57,9.02,Out of Stock,0
FOOD,295.53,3.96,25.21,In Stock,1
FOOD,292.71,4.68,12.23,In Stock,1
CLOTHING,2594.32,2.46,8.73,In Stock,1
CLOTHING,2104.44,3.42,45.86,In Stock,1
FURNITURE,7358.27,2.01,7.51,Out of Stock,0
CLOTHING,1639.87,3.03,36.22,In Stock,1
CLOTHING,2398.9,3.46,48.78,In Stock,1
CLOTHING,1166.64,4.15,22.74,In Stock,1
FURNITURE,11124.98,2.75,14.91,Out of Stock,0
CLOTHING,2322.26,4.86,42.57,In Stock,1
ELECTRONICS,9514.51,4.26,9.18,Out of Stock,0
ELECTRONICS,238.84,3.74,0.61,In Stock,1
FURNITURE,9287.92,2.77,7.88,Out of Stock,0
ELECTRONICS,9870.16,4.65,3.23,In Stock,1
ELECTRONICS,6844.41,2.7,7.21,Out of Stock,0
ELECTRONICS,8992.48,3.1,11.44,Out of Stock,0
CLOTHING,2632.53,4.42,10.95,In Stock,1
CLOTHING,2284.79,3.31,18.26,In Stock,1
FOOD,87.51,3.97,10.66,In Stock,1
FOOD,238.63,4.39,23.08,In Stock,1
FOOD,233.59,3.1,25.46,In Stock,1
CLOTHING,524.9,4.81,33.24,In Stock,1
FURNITURE,6862.16,1.86,0.14,Out of Stock,0
CLOTHING,1088.68,2.41,32.55,In Stock,1
FURNITURE,4998.55,2.75,8.85,Out of Stock,0
FOOD,273.53,3.07,1.12,Out of Stock,0
ELECTRONICS,5131.74,3.96,6.36,Out of Stock,0
FOOD,647.23,3.86,13.59,In Stock,1
CLOTHING,1782.21,4.14,12.23,In Stock,1
FOOD,141.19,4.11,9.81,In Stock,1
ELECTRONICS,7212.46,3.59,9.88,Out of Stock,0
ELECTRONICS,8101.39,3.18,14.8,In Stock,1
FURNITURE,11471.24,2.75,10.18,Out of Stock,0
ELECTRONICS,9367.8,2.73,8.26,Out of Stock,0
FURNITURE,12170.95,3.04,1.07,Out of Stock,0
CLOTHING,2730.28,2.09,38.68,In Stock,1
ELECTRONICS,619.1,4.91,1.62,In Stock,1
FOOD,497.64,3.86,9.92,In Stock,1
FOOD,117.74,4.13,14.37,In Stock,1
ELECTRONICS,761.39,3.84,38.21,In Stock,1
ELECTRONICS,8836.39,4.62,8.19,In Stock,1
ELECTRONICS,9765.36,4.46,5.93,In Stock,1
CLOTHING,898.21,3.31,23.09,In Stock,1
FOOD,481.79,4.17,22.5,In Stock,1
FURNITURE,9118.68,1.37,12.87,Out of Stock,0
FURNITURE,6717.17,4.4,1.77,In Stock,1
FURNITURE,14499.01,1.32,3.47,Out of Stock,0
FURNITURE,3558.96,3.47,12.75,In Stock,1
FOOD,375.55,4.86,17.71,In Stock,1
CLOTHING,2075.02,3.46,18.36,In Stock,1
FURNITURE,7251.19,4.17,13.51,Out of Stock,0
FOOD,782.36,4.8,3.82,In Stock,1
FOOD,667.79,3.82,29.72,In Stock,1
ELECTRONICS,7361.4,3.22,10.6,Out of Stock,0
CLOTHING,1304.34,2.23,45.3,In Stock,1
CLOTHING,2506.69,2.42,39.95,In Stock,1
FURNITURE,10510.16,2.43,3.81,Out of Stock,0
FOOD,694.8,4.4,16.43,In Stock,1
CLOTHING,2023.92,2.27,26.33,In Stock,1
FURNITURE,5324.4,1.73,9.92,Out of Stock,0
ELECTRONICS,9556.28,2.62,4.15,Out of Stock,0
CLOTHING,2121.87,4.61,38.67,Out of Stock,0
ELECTRONICS,9343.79,3.15,15.04,Out of Stock,0
FOOD,155.05,3.7,11.69,In Stock,1
FURNITURE,9135.55,4.25,13.11,Out of Stock,0
CLOTHING,836.31,2.52,21.09,In Stock,1
FURNITURE,6488.93,3.15,13.54,Out of Stock,0
CLOTHING,2905.73,3.96,42.72,In Stock,1
FURNITURE,9302.43,1.73,7.87,Out of Stock,0
FURNITURE,9660.99,3.6,3.3,Out of Stock,0
FURNITURE,7419.72,2.27,14.39,Out of Stock,0
ELECTRONICS,7219.72,4.02,15.02,In Stock,1
FURNITURE,6186.53,3.0,13.41,Out of Stock,0
FOOD,406.4,4.89,6.43,In Stock,1
CLOTHING,685.4,4.67,43.15,In Stock,1
FURNITURE,14911.08,3.38,14.05,Out of Stock,0
CLOTHING,1787.38,4.53,30.61,In Stock,1
FURNITURE,7588.38,4.27,6.48,In Stock,1
ELECTRONICS,7694.1,2.78,11.3,Out of Stock,0
FOOD,402.88,3.1,26.46,In Stock,1
FOOD,383.3,4.18,4.18,In Stock,1
ELECTRONICS,5016.94,1.98,14.09,Out of Stock,0
ELECTRONICS,5495.97,4.64,4.3,Out of Stock,0
ELECTRONICS,6022.97,1.73,0.28,Out of Stock,0
CLOTHING,2429.51,4.63,32.64,In Stock,1
CLOTHING,970.5,2.86,26.42,In Stock,1
ELECTRONICS,765.76,3.49,21.95,In Stock,1
CLOTHING,1598.62,2.89,25.52,In Stock,1
CLOTHING,678.02,4.4,15.95,In Stock,1
FOOD,594.06,3.14,28.65,In Stock,1
ELECTRONICS,5965.07,4.53,16.19,In Stock,1
FURNITURE,14614.32,2.67,10.91,Out of Stock,0
FURNITURE,7448.53,1.65,6.65,Out of Stock,0
FOOD,174.31,4.96,2.89,In Stock,1
FOOD,491.91,4.25,16.14,In Stock,1
FURNITURE,10946.23,1.41,8.33,Out of Stock,0
ELECTRONICS,6436.06,4.76,15.24,In Stock,1
ELECTRONICS,9862.57,1.15,5.7,Out of Stock,0
ELECTRONICS,5977.11,1.04,4.85,Out of Stock,0
FURNITURE,11145.31,1.81,7.64,Out of Stock,0
ELECTRONICS,9439.09,3.78,7.89,In Stock,1
FOOD,329.35,3.91,5.31,In Stock,1
FURNITURE,10608.01,2.27,12.79,Out of Stock,0
FURNITURE,12078.63,3.14,5.46,Out of Stock,0
FOOD,207.45,4.55,14.59,In Stock,1
ELECTRONICS,7251.75,1.78,3.31,In Stock,1
FURNITURE,12325.93,1.8,7.9,Out of Stock,0
FOOD,388.66,4.16,26.31,In Stock,1
ELECTRONICS,9338.74,2.8,0.31,Out of Stock,0
ELECTRONICS,7132.22,3.42,11.16,In Stock,1
FURNITURE,10816.03,1.54,9.7,Out of Stock,0
FOOD,186.99,4.5,10.17,In Stock,1
FURNITURE,11518.75,1.17,6.12,Out of Stock,0
FURNITURE,11460.41,1.79,11.93,Out of Stock,0
FOOD,523.08,4.18,10.61,In Stock,1
FOOD,411.84,4.19,14.17,In Stock,1
CLOTHING,2245.78,3.3,14.1,In Stock,1
CLOTHING,1034.83,2.02,18.54,In Stock,1
CLOTHING,2372.29,4.38,14.11,In Stock,1
FURNITURE,8628.3,2.76,13.75,Out of Stock,0
FOOD,580.07,4.44,2.55,In Stock,1
FURNITURE,5639.89,1.03,10.74,Out of Stock,0
CLOTHING,1361.1,4.36,20.25,In Stock,1
FOOD,664.5,3.26,5.2,In Stock,1
FOOD,305.66,3.82,10.46,In Stock,1
FOOD,622.74,3.19,10.54,In Stock,1
FOOD,677.93,3.13,28.27,In Stock,1
ELECTRONICS,9931.58,1.35,5.83,In Stock,1
FOOD,329.3,4.55,17.88,In Stock,1
ELECTRONICS,8221.83,4.03,2.36,In Stock,1
ELECTRONICS,2583.02,4.12,12.23,In Stock,1
CLOTHING,2724.34,4.1,14.08,In Stock,1
FOOD,372.31,3.99,1.66,In Stock,1
FURNITURE,14455.65,1.45,10.46,Out of Stock,0
FOOD,429.67,3.05,27.74,In Stock,1
FOOD,688.88,4.05,6.87,In Stock,1
FOOD,141.22,3.73,7.66,In Stock,1
FOOD,430.02,4.93,17.25,In Stock,1
ELECTRONICS,9449.66,3.6,9.5,Out of Stock,0
CLOTHING,2636.52,3.41,44.09,Out of Stock,0
CLOTHING,1228.94,2.39,43.49,In Stock,1
CLOTHING,1968.54,3.46,47.2,In Stock,1
ELECTRONICS,5268.14,3.0,7.5,In Stock,1
ELECTRONICS,7251.75,4.17,5.61,Out of Stock,0
CLOTHING,1892.0,4.13,11.05,In Stock,1
FURNITURE,12768.8,3.12,14.24,In Stock,1
CLOTHING,1348.82,2.32,27.79,Out of Stock,0
CLOTHING,714.53,4.91,6.74,In Stock,1
ELECTRONICS,8767.52,3.1,7.37,In Stock,1
FOOD,99.38,4.24,17.56,In Stock,1
CLOTHING,1202.21,4.73,18.68,In Stock,1
ELECTRONICS,7248.63,3.18,2.0,In Stock,1
FOOD,749.12,3.75,2.42,In Stock,1
ELECTRONICS,6936.46,3.4,10.27,Out of Stock,0
ELECTRONICS,8472.71,1.22,5.69,Out of Stock,0
ELECTRONICS,9096.15,3.03,17.11,In Stock,1
ELECTRONICS,5459.48,4.34,7.22,Out of Stock,0
ELECTRONICS,8061.05,1.61,1.32,Out of Stock,0
CLOTHING,1039.85,2.38,19.06,In Stock,1
FURNITURE,9172.6,3.06,11.85,Out of Stock,0
FOOD,542.18,4.22,12.35,In Stock,1
FOOD,405.36,3.83,25.26,In Stock,1
CLOTHING,1075.0,2.02,34.31,In Stock,1
FURNITURE,5429.55,4.12,12.89,Out of Stock,0
CLOTHING,691.82,2.32,27.28,In Stock,1
ELECTRONICS,8046.11,2.1,14.34,Out of Stock,0
ELECTRONICS,7251.75,3.65,0.76,In Stock,1
ELECTRONICS,8750.75,1.86,16.69,Out of Stock,0
CLOTHING,1550.73,3.73,44.28,In Stock,1
FOOD,697.72,3.74,6.27,In Stock,1
FURNITURE,12301.75,2.52,2.88,Out of Stock,0
CLOTHING,2761.06,2.59,6.16,In Stock,1
FOOD,419.74,4.24,19.85,In Stock,1
FURNITURE,6732.5,2.12,5.09,Out of Stock,0
ELECTRONICS,8400.79,1.23,18.58,Out of Stock,0
ELECTRONICS,1056.3,5.0,12.72,In Stock,1
CLOTHING,2428.87,2.67,8.64,Out of Stock,0
CLOTHING,2687.33,4.58,23.16,In Stock,1
CLOTHING,2255.99,3.67,12.23,In Stock,1
FURNITURE,6780.67,2.83,7.28,Out of Stock,0
FOOD,315.43,4.78,4.98,In Stock,1
FOOD,162.13,4.15,19.72,In Stock,1
CLOTHING,986.55,3.17,47.6,In Stock,1
FURNITURE,5959.41,3.34,11.1,In Stock,1
FURNITURE,8377.54,4.28,11.05,Out of Stock,0
FURNITURE,8495.09,2.99,10.39,Out of Stock,0
ELECTRONICS,7960.95,4.51,7.14,In Stock,1
FOOD,274.91,3.43,1.13,In Stock,1
ELECTRONICS,5215.07,4.48,13.57,Out of Stock,0
CLOTHING,2151.33,3.84,43.21,In Stock,1
ELECTRONICS,7401.33,4.48,7.19,In Stock,1
FOOD,745.03,4.4,7.72,In Stock,1
FOOD,419.74,4.07,4.14,In Stock,1
ELECTRONICS,7956.21,2.26,1.05,Out of Stock,0
CLOTHING,2871.64,3.92,44.46,Out of Stock,0
CLOTHING,2190.14,3.07,28.07,In Stock,1
CLOTHING,2189.37,4.88,16.42,In Stock,1
ELECTRONICS,9374.89,4.7,13.41,In Stock,1
CLOTHING,2828.17,3.46,47.89,In Stock,1
FURNITURE,11433.39,1.15,13.6,Out of Stock,0
ELECTRONICS,7422.36,2.84,11.33,Out of Stock,0
ELECTRONICS,5746.92,2.88,16.62,Out of Stock,0
CLOTHING,1787.38,2.82,5.11,In Stock,1
FURNITURE,7988.54,3.55,11.98,Out of Stock,0
FOOD,758.89,4.22,7.64,In Stock,1
FOOD,743.11,4.55,17.23,In Stock,1
CLOTHING,2239.1,4.77,37.06,In Stock,1
FOOD,326.28,4.43,1.21,Out of Stock,0
ELECTRONICS,6932.08,2.63,3.34,Out of Stock,0
ELECTRONICS,67.31,3.27,19.64,In Stock,1
FURNITURE,12627.47,4.46,5.2,Out of Stock,0
FOOD,499.53,4.87,5.01,In Stock,1
FURNITURE,11611.75,3.64,1.33,Out of Stock,0
FOOD,695.94,4.63,1.0,In Stock,1
ELECTRONICS,5455.42,1.2,6.69,Out of Stock,0
FURNITURE,9111.47,2.86,4.02,Out of Stock,0
ELECTRONICS,9557.98,2.47,0.91,Out of Stock,0
FOOD,275.17,4.06,12.25,In Stock,1
ELECTRONICS,6369.21,1.53,16.38,In Stock,1
ELECTRONICS,9980.73,2.32,7.63,In Stock,1
CLOTHING,2045.09,4.16,22.64,In Stock,1
CLOTHING,2762.32,3.68,25.27,In Stock,1
CLOTHING,2116.68,4.86,40.75,In Stock,1
ELECTRONICS,80.01,3.66,14.12,In Stock,1
ELECTRONICS,6572.59,3.03,16.53,In Stock,1
ELECTRONICS,8656.73,4.96,5.45,Out of Stock,0
FOOD,706.24,4.53,10.87,In Stock,1
CLOTHING,2335.31,2.31,40.52,In Stock,1
FOOD,449.25,3.58,19.67,In Stock,1
FOOD,531.21,3.42,0.91,In Stock,1
FURNITURE,8203.47,2.75,13.15,Out of Stock,0
FOOD,746.16,4.06,22.61,In Stock,1
CLOTHING,1598.26,4.24,14.22,Out of Stock,0
FOOD,328.3,4.27,0.54,In Stock,1
CLOTHING,2306.15,4.51,22.96,Out of Stock,0
CLOTHING,1619.86,4.55,39.9,In Stock,1
FURNITURE,6457.79,2.75,10.18,Out of Stock,0
CLOTHING,1908.0,2.49,18.95,In Stock,1
FURNITURE,13799.8,3.41,14.79,Out of Stock,0
FURNITURE,12204.15,4.3,3.24,In Stock,1
FURNITURE,12257.82,1.07,10.06,Out of Stock,0
FURNITURE,8631.39,2.21,12.94,Out of Stock,0
ELECTRONICS,2635.67,2.07,32.43,In Stock,1
CLOTHING,1419.58,3.25,42.44,In Stock,1
FOOD,282.38,4.89,5.39,In Stock,1
CLOTHING,2156.81,4.02,12.23,In Stock,1
FOOD,293.56,4.67,22.85,In Stock,1
FOOD,296.82,4.07,1.85,In Stock,1
FOOD,206.56,3.97,2.58,In Stock,1
CLOTHING,2608.33,4.15,47.46,In Stock,1
ELECTRONICS,7251.75,4.76,11.09,Out of Stock,0
CLOTHING,2000.55,4.93,33.9,In Stock,1
ELECTRONICS,5153.93,3.9,12.23,In Stock,1
FURNITURE,8628.3,3.04,10.07,In Stock,1
CLOTHING,2975.48,2.27,35.03,In Stock,1
ELECTRONICS,6416.99,3.56,12.15,In Stock,1
ELECTRONICS,5767.28,1.83,12.43,Out of Stock,0
FOOD,146.17,3.53,25.06,In Stock,1
FOOD,295.32,3.98,28.23,In Stock,1
CLOTHING,1067.87,3.17,32.29,In Stock,1
ELECTRONICS,8776.69,4.61,18.31,In Stock,1
CLOTHING,1787.38,2.68,6.12,Out of Stock,0
CLOTHING,1459.43,2.42,36.97,In Stock,1
FOOD,545.85,3.09,25.1,In Stock,1
FOOD,236.56,3.86,20.04,In Stock,1
CLOTHING,1573.55,3.32,7.95,Out of Stock,0
ELECTRONICS,7007.22,4.06,18.3,Out of Stock,0
FURNITURE,7961.97,2.48,10.54,Out of Stock,0
CLOTHING,2856.93,3.46,24.81,In Stock,1
FOOD,646.98,4.22,12.23,In Stock,1
ELECTRONICS,8138.66,1.75,10.2,Out of Stock,0
CLOTHING,1822.76,4.63,25.81,In Stock,1
ELECTRONICS,6397.21,1.92,17.49,Out of Stock,0
FOOD,178.26,3.85,5.62,In Stock,1
FURNITURE,12279.65,2.66,5.27,Out of Stock,0
CLOTHING,1402.75,4.56,29.92,In Stock,1
ELECTRONICS,8589.34,4.59,18.03,Out of Stock,0
ELECTRONICS,6642.55,4.81,0.5,Out of Stock,0
CLOTHING,1442.09,4.69,17.36,Out of Stock,0
ELECTRONICS,6365.41,3.03,12.25,Out of Stock,0
ELECTRONICS,7191.66,3.91,17.9,In Stock,1
FURNITURE,11090.39,1.72,13.99,Out of Stock,0
CLOTHING,1161.23,3.46,9.05,In Stock,1
CLOTHING,1908.46,2.34,11.24,In Stock,1
FURNITURE,6600.37,1.99,9.06,Out of Stock,0
ELECTRONICS,9083.73,4.05,5.25,Out of Stock,0
FURNITURE,5943.73,4.38,0.12,Out of Stock,0
CLOTHING,2699.3,2.6,47.63,In Stock,1
FURNITURE,7107.69,2.54,10.61,Out of Stock,0
FOOD,490.75,3.64,16.61,In Stock,1
FURNITURE,11768.48,1.15,0.17,Out of Stock,0
FURNITURE,8496.8,1.46,9.97,In Stock,1
ELECTRONICS,1035.13,3.3,13.9,In Stock,1
FURNITURE,9581.8,1.41,0.35,Out of Stock,0
CLOTHING,627.83,4.86,11.4,In Stock,1
CLOTHING,2271.2,2.2,9.87,In Stock,1
CLOTHING,1772.19,3.39,47.82,In Stock,1
FOOD,758.63,4.56,18.06,In Stock,1
ELECTRONICS,7274.8,2.42,18.94,Out of Stock,0
FOOD,502.18,4.16,6.96,In Stock,1
FOOD,85.02,4.89,9.41,In Stock,1
FURNITURE,8311.07,1.4,12.55,Out of Stock,0
FURNITURE,3331.58,3.92,2.1,In Stock,1
CLOTHING,1787.38,4.19,12.41,In Stock,1
CLOTHING,1787.38,2.94,13.02,In Stock,1
CLOTHING,2647.96,3.21,12.23,In Stock,1
ELECTRONICS,5849.43,2.53,17.43,Out of Stock,0
ELECTRONICS,6815.64,4.81,18.93,In Stock,1
CLOTHING,862.25,2.53,43.82,In Stock,1
CLOTHING,1481.9,2.01,17.32,In Stock,1
FURNITURE,10171.55,3.8,2.0,Out of Stock,0
FOOD,132.91,4.84,22.53,In Stock,1
ELECTRONICS,1974.45,4.31,24.3,In Stock,1
FOOD,618.84,3.74,7.32,In Stock,1
ELECTRONICS,8645.07,2.68,19.63,In Stock,1
CLOTHING,1373.71,4.77,46.98,In Stock,1
FOOD,231.39,4.6,12.99,In Stock,1
CLOTHING,1787.38,3.35,38.49,In Stock,1
CLOTHING,1667.42,2.68,13.97,In Stock,1
FURNITURE,8105.17,3.64,9.08,In Stock,1
FURNITURE,11263.55,1.99,7.22,Out of Stock,0
FOOD,83.3,4.64,29.7,In Stock,1
FOOD,355.16,3.02,5.09,In Stock,1
ELECTRONICS,539.4,4.22,23.64,In Stock,1
ELECTRONICS,6269.42,4.05,13.76,Out of Stock,0
CLOTHING,1307.04,3.64,11.63,In Stock,1
ELECTRONICS,7262.82,4.52,8.42,In Stock,1
CLOTHING,1787.38,3.77,13.63,In Stock,1
FOOD,485.83,4.01,11.96,In Stock,1
ELECTRONICS,5598.15,2.67,1.46,Out of Stock,0
FURNITURE,4185.23,2.46,4.58,Out of Stock,0
FURNITURE,14106.53,2.31,11.37,Out of Stock,0
FOOD,447.69,4.41,7.8,In Stock,1
FOOD,756.43,4.06,24.94,In Stock,1
FURNITURE,7380.55,1.35,10.11,Out of Stock,0
ELECTRONICS,5038.8,2.9,3.86,Out of Stock,0
FURNITURE,10528.51,4.43,6.97,In Stock,1
ELECTRONICS,9087.49,3.03,9.92,Out of Stock,0
FURNITURE,14165.08,4.11,11.79,Out of Stock,0
CLOTHING,1240.64,3.64,15.08,In Stock,1
FURNITURE,8327.0,2.69,12.47,Out of Stock,0
FURNITURE,13752.34,2.45,0.27,Out of Stock,0
ELECTRONICS,9308.87,1.7,12.44,Out of Stock,0
CLOTHING,562.43,3.2,49.37,In Stock,1
FURNITURE,4208.32,2.48,4.61,Out of Stock,0
CLOTHING,2762.72,4.61,15.7,In Stock,1
FURNITURE,8628.3,3.19,5.05,In Stock,1
FOOD,554.06,3.06,4.0,In Stock,1
CLOTHING,2215.93,2.64,43.59,In Stock,1
ELECTRONICS,646.48,2.65,49.94,In Stock,1
ELECTRONICS,7165.38,3.81,3.65,In Stock,1
FURNITURE,10318.42,3.54,4.72,Out of Stock,0
CLOTHING,2572.24,3.81,22.51,In Stock,1
FOOD,419.74,4.15,4.97,In Stock,1
CLOTHING,1506.83,3.03,23.04,In Stock,1
FOOD,620.83,3.97,28.21,Out of Stock,0
FURNITURE,6524.12,2.45,11.8,In Stock,1
FURNITURE,9552.3,2.91,0.8,Out of Stock,0
CLOTHING,1496.5,2.81,49.97,In Stock,1
FURNITURE,6700.26,4.1,10.14,Out of Stock,0
FURNITURE,7091.0,2.75,12.61,Out of Stock,0
FOOD,712.53,3.32,10.19,In Stock,1
FURNITURE,7022.68,2.75,8.97,Out of Stock,0
ELECTRONICS,9274.1,2.53,14.8,Out of Stock,0
ELECTRONICS,8138.5,2.5,2.82,Out of Stock,0
FURNITURE,11511.89,3.99,10.29,Out of Stock,0
CLOTHING,544.7,2.65,8.13,In Stock,1
FURNITURE,9844.63,3.65,1.66,In Stock,1
FURNITURE,13060.05,2.94,10.35,Out of Stock,0
ELECTRONICS,9857.01,1.33,18.02,Out of Stock,0
FURNITURE,4513.23,2.38,12.77,Out of Stock,0
CLOTHING,2765.64,3.52,31.73,In Stock,1
FOOD,581.11,4.67,3.65,In Stock,1
FOOD,657.55,3.96,13.52,In Stock,1
FURNITURE,8086.8,2.78,14.18,Out of Stock,0
ELECTRONICS,7741.02,4.81,3.61,Out of Stock,0
CLOTHING,2310.34,4.44,35.56,In Stock,1
FOOD,505.19,4.13,25.83,In Stock,1
FOOD,666.23,3.24,25.46,In Stock,1
FOOD,360.55,3.51,26.09,In Stock,1
ELECTRONICS,7160.12,4.23,5.27,In Stock,1
CLOTHING,509.82,3.49,9.51,In Stock,1
CLOTHING,2385.94,2.83,24.96,Out of Stock,0
FURNITURE,4044.4,2.0,11.72,Out of Stock,0
