Category,Price,Rating,Discount,Stock
Electronics,7165.38,3.81,3.65,In Stock
Furniture,10318.42,3.54,4.72,Out of Stock
Clothing,2572.24,3.81,22.51,In Stock
Food,,4.15,4.97,In Stock
Clothing,1506.83,3.03,23.04,In Stock
Food,620.83,3.97,28.21,Out of Stock
Furniture,6524.12,2.45,11.8,In Stock
Furniture,9552.3,2.91,0.8,Out of Stock
Clothing,1496.5,2.81,49.97,In Stock
Furniture,6700.26,4.1,10.14,Out of Stock
Furniture,7091.0,,12.61,Out of Stock
Food,712.53,3.32,10.19,In Stock
Furniture,7022.68,,8.97,Out of Stock
Electronics,9274.1,2.53,14.8,Out of Stock
Electronics,8138.5,2.5,2.82,Out of Stock
Furniture,11511.89,3.99,10.29,Out of Stock
Clothing,544.7,2.65,8.13,In Stock
Furniture,9844.63,3.65,1.66,In Stock
Furniture,13060.05,2.94,10.35,Out of Stock
Electronics,9857.01,1.33,18.02,Out of Stock
Furniture,4513.23,2.38,12.77,Out of Stock
Clothing,2765.64,3.52,31.73,In Stock
Food,581.11,4.67,3.65,In Stock
Food,657.55,3.96,13.52,In Stock
Furniture,8086.8,2.78,14.18,Out of Stock
Electronics,7741.02,4.81,3.61,Out of Stock
Clothing,2310.34,4.44,35.56,In Stock
Food,505.19,4.13,25.83,In Stock
Food,666.23,3.24,25.46,In Stock
Food,360.55,3.51,26.09,In Stock
Electronics,7160.12,4.23,5.27,In Stock
Clothing,509.82,3.49,9.51,In Stock
Clothing,2385.94,2.83,24.96,Out of Stock
Furniture,4044.4,2.0,11.72,Out of Stock
Clothing,878.97,3.94,46.28,In Stock
Electronics,8399.18,4.24,2.18,In Stock
Furniture,6008.78,4.13,10.73,In Stock
Electronics,8197.77,3.66,8.28,Out of Stock
Furniture,3534.68,3.75,,Out of Stock
Food,404.6,4.8,10.08,In Stock
Furniture,6531.86,4.05,11.95,In Stock
Clothing,1787.45,2.39,14.68,In Stock
Electronics,8281.14,2.54,16.73,Out of Stock
Food,762.47,4.61,11.33,In Stock
Furniture,12464.24,2.23,2.51,Out of Stock
Food,75.04,3.77,27.11,In Stock
Electronics,6194.93,1.83,19.4,Out of Stock
Furniture,3300.05,3.75,4.82,In Stock
Furniture,3449.86,4.21,2.09,Out of Stock
Food,463.83,,1.96,In Stock
Furniture,3599.07,1.4,1.07,Out of Stock
Furniture,12126.7,2.7,5.14,Out of Stock
Food,363.78,4.86,27.32,In Stock
Electronics,8578.38,4.54,6.39,In Stock
Clothing,1452.77,3.84,33.06,In Stock
Electronics,7408.5,2.6,19.72,Out of Stock
Clothing,2552.81,3.3,37.73,In Stock
,1173.9,2.3,20.86,Out of Stock
Electronics,7014.86,1.07,16.3,In Stock
Clothing,1397.98,3.74,8.33,Out of Stock
Electronics,5874.98,4.56,12.17,Out of Stock
Furniture,14403.41,4.5,5.58,Out of Stock
Furniture,6585.64,4.0,14.98,Out of Stock
,8148.21,4.18,15.63,In Stock
Furniture,7264.08,3.01,12.5,Out of Stock
Food,566.09,3.04,10.1,In Stock
Clothing,861.19,2.7,45.75,In Stock
,5184.47,1.88,6.19,Out of Stock
Food,512.66,4.07,6.55,In Stock
Furniture,4970.89,1.83,7.54,Out of Stock
Food,253.38,4.9,13.92,In Stock
Electronics,5293.98,3.92,6.58,In Stock
Electronics,8267.44,2.12,11.41,Out of Stock
Clothing,,4.78,16.75,In Stock
Clothing,,3.39,46.72,In Stock
Electronics,9506.93,1.36,2.64,Out of Stock
Clothing,1738.77,2.32,20.55,In Stock
Furniture,4780.62,3.23,14.24,Out of Stock
Furniture,14960.81,2.31,8.99,Out of Stock
Clothing,2640.67,2.35,36.03,In Stock
Furniture,7906.12,1.72,6.04,Out of Stock
Clothing,689.9,4.09,16.37,In Stock
Clothing,1278.51,2.36,43.91,In Stock
Electronics,7467.22,3.29,11.39,In Stock
Food,357.87,3.39,22.35,In Stock
Furniture,4524.68,1.36,10.65,Out of Stock
Food,,3.61,14.26,In Stock
Clothing,1623.38,4.13,33.05,In Stock
Food,533.3,4.43,8.78,In Stock
Electronics,6611.67,2.75,6.15,Out of Stock
Furniture,14819.25,3.85,2.47,Out of Stock
Food,54.2,3.09,7.32,In Stock
Clothing,785.73,3.6,43.61,In Stock
Food,602.56,3.43,11.98,In Stock
Food,430.92,4.62,25.17,In Stock
Electronics,9548.59,3.04,13.89,Out of Stock
Food,133.85,4.13,7.46,In Stock
Electronics,7158.58,3.54,5.14,Out of Stock
Food,89.14,3.02,,In Stock
Furniture,3100.2,1.39,3.59,Out of Stock
Furniture,5654.66,4.45,4.59,In Stock
Food,145.57,4.09,25.74,In Stock
Food,,3.59,16.85,In Stock
Electronics,8574.28,3.91,,Out of Stock
Furniture,13449.73,4.05,8.68,Out of Stock
Clothing,1574.64,3.92,41.82,In Stock
Clothing,514.13,4.98,13.23,In Stock
Clothing,1675.62,4.62,15.13,In Stock
Electronics,7383.98,1.53,7.9,Out of Stock
Food,182.85,3.73,11.2,In Stock
Electronics,9965.85,4.98,2.3,Out of Stock
Food,594.48,3.1,0.91,In Stock
Clothing,763.33,4.9,47.34,In Stock
Electronics,5969.64,1.65,4.81,Out of Stock
Food,436.66,4.14,6.65,In Stock
Electronics,8783.11,2.24,18.44,Out of Stock
Clothing,2141.81,3.31,40.55,In Stock
Food,663.44,3.58,10.19,In Stock
Electronics,9679.78,1.66,0.84,Out of Stock
Furniture,8448.66,3.8,11.58,Out of Stock
Electronics,9597.65,,2.0,In Stock
Electronics,7943.44,4.11,,Out of Stock
Food,179.49,3.02,17.81,In Stock
Clothing,2716.84,4.01,49.19,In Stock
Electronics,,4.61,16.28,In Stock
Clothing,1285.6,4.92,,In Stock
Clothing,2723.26,,39.09,In Stock
Furniture,9761.65,1.42,7.98,Out of Stock
Clothing,1391.99,4.38,39.12,In Stock
Furniture,13927.35,1.05,12.14,Out of Stock
Furniture,14261.54,3.76,1.95,Out of Stock
Clothing,703.2,2.06,33.29,In Stock
Furniture,10556.07,4.45,5.97,Out of Stock
Clothing,1329.77,3.87,42.15,Out of Stock
Furniture,14241.29,3.81,6.4,Out of Stock
Electronics,8174.57,4.43,9.81,In Stock
Food,,3.34,0.0,In Stock
Clothing,2295.59,2.33,15.97,Out of Stock
Clothing,1244.69,3.68,22.91,In Stock
Food,556.01,3.11,3.72,In Stock
Food,424.41,3.67,8.87,In Stock
Electronics,5335.14,4.58,13.84,Out of Stock
Electronics,5608.09,1.26,19.5,Out of Stock
Food,560.88,3.83,21.05,In Stock
Food,617.25,4.56,14.34,In Stock
Furniture,8158.59,1.04,13.9,Out of Stock
,10239.69,,13.79,Out of Stock
Furniture,13979.18,4.46,13.11,Out of Stock
Food,798.34,3.49,25.27,In Stock
Clothing,2557.57,2.69,9.43,Out of Stock
Electronics,9897.1,2.18,17.42,Out of Stock
Furniture,3049.53,1.07,6.99,Out of Stock
Food,229.04,4.38,16.97,In Stock
Electronics,5387.43,1.65,7.76,Out of Stock
Clothing,964.01,4.38,23.72,In Stock
Furniture,4121.18,2.7,1.36,Out of Stock
Food,146.7,3.48,25.79,In Stock
Clothing,2811.53,4.48,20.03,In Stock
Clothing,1181.12,3.65,37.48,In Stock
Electronics,9966.86,1.53,0.99,Out of Stock
,,4.5,43.09,In Stock
Clothing,2196.16,,28.0,Out of Stock
Electronics,9569.07,4.87,16.94,Out of Stock
Furniture,6717.1,1.69,8.22,Out of Stock
Clothing,1632.54,4.63,9.5,In Stock
Furniture,6092.88,3.63,1.42,Out of Stock
Furniture,6849.17,2.36,9.34,Out of Stock
Electronics,5790.66,4.44,8.95,In Stock
,737.77,3.94,8.25,Out of Stock
Clothing,854.57,2.01,,In Stock
Furniture,4285.88,2.37,8.84,Out of Stock
Electronics,6378.43,1.7,15.49,Out of Stock
Food,760.09,3.2,4.67,In Stock
Food,770.01,3.08,29.33,In Stock
Clothing,511.61,4.62,18.83,In Stock
Electronics,9692.94,2.27,13.09,Out of Stock
Food,110.02,3.48,23.21,Out of Stock
Food,446.51,4.86,12.86,Out of Stock
Clothing,2674.53,3.35,49.07,Out of Stock
Food,769.88,3.66,26.58,In Stock
Clothing,2619.03,2.63,33.09,Out of Stock
Food,104.51,4.67,5.24,In Stock
Electronics,5354.07,2.6,11.54,Out of Stock
Furniture,13259.0,4.41,,In Stock
Clothing,651.12,4.25,30.43,In Stock
Clothing,1619.73,2.93,27.61,Out of Stock
Electronics,6693.4,,10.88,Out of Stock
Electronics,9384.24,3.17,,Out of Stock
Food,688.32,4.11,6.21,In Stock
Clothing,2058.77,3.07,43.0,In Stock
,8439.6,3.54,1.43,Out of Stock
Electronics,6980.12,4.93,16.17,In Stock
Clothing,899.85,2.83,19.84,In Stock
Clothing,2125.91,4.27,38.73,In Stock
Electronics,7549.37,4.24,8.74,In Stock
Electronics,5619.4,3.26,19.05,Out of Stock
Clothing,2482.48,3.74,34.11,In Stock
Clothing,2826.41,3.29,19.91,In Stock
Clothing,2943.1,4.59,19.54,In Stock
Food,397.84,3.83,4.47,In Stock
Food,768.36,3.81,26.26,In Stock
Electronics,5946.78,3.19,0.48,Out of Stock
Clothing,2410.55,3.74,33.15,In Stock
Furniture,3620.65,1.74,1.11,Out of Stock
Food,266.69,4.25,16.99,In Stock
Food,509.11,4.1,8.19,In Stock
,1111.27,2.41,43.21,In Stock
Furniture,10397.75,1.65,2.66,Out of Stock
Furniture,13476.43,3.6,9.89,Out of Stock
,355.15,3.52,29.38,In Stock
Furniture,12566.87,2.06,12.71,Out of Stock
,8794.66,2.19,8.53,Out of Stock
Electronics,5929.77,1.44,14.46,Out of Stock
Furniture,6210.14,3.87,14.93,In Stock
Furniture,3919.44,2.66,12.03,Out of Stock
Electronics,8944.75,4.04,6.98,In Stock
Clothing,1634.63,,48.83,In Stock
Electronics,6637.74,4.69,5.39,Out of Stock
Clothing,2972.69,4.01,25.86,In Stock
Furniture,10360.69,1.95,4.11,Out of Stock
Food,135.17,3.23,10.43,In Stock
Clothing,2407.14,3.82,9.62,Out of Stock
Clothing,2630.59,3.8,48.24,In Stock
,8350.93,1.7,9.48,In Stock
Clothing,2121.24,2.08,5.67,In Stock
Food,147.05,3.5,12.89,In Stock
Furniture,8849.29,1.48,10.1,In Stock
Furniture,10153.66,2.03,0.2,Out of Stock
Electronics,5388.24,2.57,3.08,Out of Stock
Furniture,7521.84,3.2,8.21,Out of Stock
Furniture,5774.11,2.2,9.21,Out of Stock
Furniture,13330.26,3.64,8.3,Out of Stock
Clothing,1405.73,3.1,44.57,In Stock
Clothing,598.11,4.96,34.9,In Stock
Clothing,2202.84,2.11,32.25,In Stock
Electronics,7423.89,1.42,5.56,In Stock
Electronics,9451.57,3.2,8.27,In Stock
Electronics,,3.86,14.06,In Stock
Clothing,2035.11,,24.52,In Stock
,494.95,3.47,28.24,In Stock
Clothing,1971.99,2.93,25.24,Out of Stock
Electronics,9028.42,1.65,5.86,Out of Stock
Furniture,11154.1,2.1,11.89,Out of Stock
,4565.44,3.67,1.03,Out of Stock
Furniture,3151.11,4.14,8.72,Out of Stock
,7221.92,1.81,9.25,Out of Stock
Food,431.75,4.98,29.5,In Stock
Furniture,10620.29,2.55,7.37,Out of Stock
Electronics,8412.4,1.41,6.57,Out of Stock
Clothing,688.18,2.22,13.81,In Stock
Electronics,7426.27,,9.71,In Stock
Electronics,6677.38,1.33,11.01,Out of Stock
Electronics,6356.34,3.46,19.54,Out of Stock
Food,133.49,3.42,14.19,In Stock
Furniture,14623.37,3.7,13.47,Out of Stock
,300.29,4.98,3.08,In Stock
Electronics,5264.86,4.42,18.55,In Stock
Furniture,4087.02,1.4,0.5,Out of Stock
Food,,3.42,29.1,In Stock
Clothing,2169.65,,39.93,In Stock
Food,451.31,4.59,17.87,In Stock
Clothing,,3.68,29.01,In Stock
Clothing,2558.63,4.95,23.5,In Stock
Furniture,12160.69,1.35,11.65,Out of Stock
Clothing,1428.54,2.12,21.35,In Stock
Clothing,,2.36,46.58,In Stock
Furniture,3932.07,4.26,10.61,In Stock
,297.28,3.78,22.22,In Stock
Electronics,8007.36,,7.78,Out of Stock
Electronics,7439.07,4.96,4.28,In Stock
Electronics,,2.17,15.3,In Stock
Food,623.01,3.58,2.44,In Stock
Clothing,528.58,3.28,23.47,In Stock
Electronics,9941.95,2.88,5.13,Out of Stock
Furniture,13694.75,2.72,8.99,Out of Stock
Food,121.75,3.77,28.33,In Stock
Electronics,7947.53,2.38,12.51,Out of Stock
Food,732.81,3.55,15.15,In Stock
Food,769.02,3.34,21.59,In Stock
Electronics,8072.41,3.72,7.02,Out of Stock
Clothing,1284.7,4.05,14.7,In Stock
Furniture,8035.86,1.66,0.12,Out of Stock
Clothing,2925.14,3.3,48.62,In Stock
Food,155.24,4.17,6.03,In Stock
Clothing,2475.19,4.35,10.07,In Stock
Electronics,9560.32,1.78,12.26,Out of Stock
Electronics,9928.17,4.53,19.13,Out of Stock
Clothing,1356.5,2.32,13.48,Out of Stock
Electronics,7502.47,4.17,3.0,Out of Stock
Electronics,8298.66,2.29,6.82,Out of Stock
Furniture,,2.63,,Out of Stock
Furniture,4871.02,3.76,0.96,In Stock
Furniture,5328.65,3.3,12.82,Out of Stock
Furniture,6032.16,2.15,8.06,Out of Stock
Electronics,6057.86,4.24,15.47,In Stock
Furniture,4743.5,2.62,11.62,Out of Stock
Electronics,6686.65,,1.0,Out of Stock
Furniture,10304.27,1.53,12.46,Out of Stock
Furniture,7265.39,1.99,12.61,Out of Stock
Food,87.61,3.79,11.1,In Stock
Furniture,6417.6,4.19,11.26,Out of Stock
Food,,4.43,15.82,In Stock
Clothing,2752.17,2.94,30.84,Out of Stock
Clothing,1751.89,3.47,25.52,In Stock
Food,204.22,4.51,13.54,In Stock
Electronics,9792.58,2.04,13.65,Out of Stock
Food,755.54,,26.14,In Stock
Furniture,12929.77,2.26,,Out of Stock
Electronics,5781.31,3.14,4.61,Out of Stock
Furniture,11924.84,2.85,6.17,Out of Stock
Furniture,6225.57,4.5,1.08,Out of Stock
Furniture,3522.73,1.76,14.57,Out of Stock
Furniture,14750.86,3.29,13.2,Out of Stock
Food,210.47,4.94,4.28,In Stock
Furniture,4213.5,,8.6,Out of Stock
Furniture,12371.69,2.28,14.67,Out of Stock
Electronics,7172.1,1.6,9.32,Out of Stock
Clothing,2197.59,4.5,25.64,In Stock
Food,495.21,3.53,19.38,In Stock
Electronics,9929.86,1.2,17.73,Out of Stock
Food,471.71,3.5,28.65,In Stock
Food,412.52,3.66,5.44,In Stock
Electronics,6222.26,4.33,12.29,In Stock
Food,734.93,3.46,3.63,In Stock
Furniture,3073.05,2.78,14.97,In Stock
Clothing,2237.41,2.93,44.46,In Stock
Electronics,8908.61,1.06,16.34,In Stock
Electronics,6502.63,1.6,4.53,Out of Stock
Clothing,1671.45,3.27,18.0,In Stock
Furniture,,3.67,14.85,Out of Stock
Electronics,8888.96,2.18,4.9,Out of Stock
Food,213.25,3.27,16.54,In Stock
Electronics,8027.0,3.82,13.6,Out of Stock
Clothing,1230.83,2.99,35.67,In Stock
Furniture,7193.37,,5.62,Out of Stock
Food,254.06,3.18,24.9,In Stock
Electronics,9265.56,1.88,1.3,Out of Stock
Clothing,2347.07,2.63,22.7,Out of Stock
Electronics,5320.68,1.91,15.86,Out of Stock
Clothing,2510.99,2.62,20.12,Out of Stock
Food,,3.15,29.77,In Stock
Electronics,8277.97,3.17,,In Stock
Clothing,2600.19,4.42,,In Stock
Clothing,967.02,3.96,21.91,In Stock
Furniture,14789.79,3.33,14.35,Out of Stock
Furniture,5417.36,4.02,4.82,In Stock
Electronics,9947.82,1.63,10.33,Out of Stock
Furniture,12514.13,2.51,7.02,Out of Stock
Clothing,2965.89,3.28,32.18,In Stock
Clothing,636.35,4.53,34.17,In Stock
Furniture,7848.24,1.06,8.88,Out of Stock
Furniture,3151.89,,9.24,Out of Stock
Furniture,5268.2,1.67,9.8,Out of Stock
Food,90.27,3.63,4.48,In Stock
Clothing,1950.44,3.99,37.45,In Stock
Furniture,6062.77,1.31,1.18,Out of Stock
Clothing,1565.38,4.84,14.8,In Stock
Food,242.56,3.2,18.17,Out of Stock
Clothing,2199.68,3.93,43.75,In Stock
Food,414.82,3.27,8.68,Out of Stock
Electronics,8312.15,3.45,10.62,In Stock
Electronics,8414.82,3.55,17.63,In Stock
Furniture,10032.2,3.73,3.73,Out of Stock
,8390.91,4.61,7.71,In Stock
Food,634.33,4.45,1.79,In Stock
Electronics,7907.54,1.52,19.35,In Stock
Electronics,9057.04,1.44,2.44,Out of Stock
,7972.37,2.38,,Out of Stock
Electronics,7708.21,2.55,2.02,Out of Stock
Furniture,12623.04,4.2,11.35,Out of Stock
Clothing,2556.06,2.65,16.86,In Stock
Furniture,5502.33,3.68,14.22,In Stock
Food,587.63,4.76,19.16,In Stock
Clothing,1469.15,3.28,8.39,In Stock
Food,73.59,4.39,13.15,In Stock
Food,,4.12,8.32,In Stock
Furniture,8710.71,2.65,5.83,Out of Stock
Clothing,2551.69,3.35,32.16,In Stock
Clothing,2738.8,4.6,45.07,In Stock
Furniture,,1.12,3.92,In Stock
Furniture,6344.49,4.18,9.74,In Stock
Furniture,3980.45,1.47,2.34,Out of Stock
Clothing,2076.05,4.21,43.68,In Stock
,14287.64,1.71,4.65,Out of Stock
Clothing,1100.81,3.08,46.16,In Stock
Clothing,1937.78,4.21,27.06,In Stock
Electronics,5144.29,1.26,10.76,Out of Stock
Food,,3.43,21.66,In Stock
,9053.33,,14.93,In Stock
Clothing,1510.07,4.04,39.38,In Stock
Furniture,14903.12,2.21,,Out of Stock
Electronics,5828.1,1.82,13.87,Out of Stock
Electronics,9585.23,2.58,3.6,Out of Stock
,6425.5,2.82,5.81,Out of Stock
Furniture,5802.95,3.58,0.12,Out of Stock
Food,454.42,4.59,7.99,In Stock
,2008.23,4.01,34.48,In Stock
Furniture,8350.2,2.21,12.54,Out of Stock
,12101.35,2.12,1.55,Out of Stock
Clothing,679.52,2.28,31.23,In Stock
Food,88.75,,22.6,In Stock
Furniture,6532.18,,11.18,Out of Stock
Food,234.37,,22.43,In Stock
Electronics,6987.27,1.84,10.43,Out of Stock
Furniture,14056.77,3.24,2.59,Out of Stock
Food,562.07,3.85,17.75,In Stock
Clothing,2335.16,3.54,41.63,In Stock
Clothing,2305.39,3.85,11.79,In Stock
Electronics,9179.75,4.74,2.74,Out of Stock
Electronics,7441.21,2.04,15.09,In Stock
Furniture,11659.56,,13.16,Out of Stock
Electronics,5904.87,4.19,9.14,Out of Stock
Clothing,1320.68,2.47,12.54,In Stock
Food,546.42,4.1,3.66,In Stock
Electronics,5563.49,1.29,14.88,Out of Stock
Furniture,11542.59,1.2,8.4,Out of Stock
Electronics,5423.38,,18.14,Out of Stock
Clothing,2245.58,4.78,41.52,In Stock
Clothing,2571.35,3.71,18.77,In Stock
Electronics,6089.0,2.31,12.57,Out of Stock
Electronics,5863.28,2.03,9.36,Out of Stock
,224.79,4.18,27.7,Out of Stock
Furniture,11977.07,3.33,8.74,Out of Stock
Electronics,7439.74,1.75,,Out of Stock
Food,236.4,3.18,22.5,In Stock
Food,181.71,3.74,0.85,In Stock
,4644.82,1.61,0.82,Out of Stock
Clothing,2141.64,4.51,21.8,In Stock
Clothing,2686.44,2.64,19.64,Out of Stock
Clothing,876.84,3.86,23.89,In Stock
Food,509.96,4.52,16.37,In Stock
Furniture,10531.56,4.27,4.49,Out of Stock
Electronics,6795.82,3.87,12.23,In Stock
Clothing,946.33,3.13,26.05,In Stock
Furniture,8032.68,1.62,13.87,Out of Stock
Furniture,12147.83,2.68,10.2,Out of Stock
Furniture,13767.39,1.48,3.76,Out of Stock
Furniture,9512.41,3.8,,In Stock
Clothing,2960.05,3.36,21.17,In Stock
Food,269.54,3.35,23.75,In Stock
Food,766.56,3.83,,In Stock
Electronics,9118.99,2.92,13.48,Out of Stock
Food,376.24,4.12,1.74,In Stock
Food,572.2,3.11,24.51,In Stock
Electronics,9124.73,1.95,6.47,Out of Stock
Furniture,,,4.31,Out of Stock
Food,494.36,3.6,1.66,In Stock
Furniture,3030.33,1.35,11.88,In Stock
Electronics,9807.16,2.71,,Out of Stock
Clothing,867.12,,11.51,In Stock
Food,508.41,4.87,5.87,In Stock
Clothing,2411.41,,21.9,In Stock
Food,133.06,3.7,5.21,In Stock
,7479.66,2.46,4.51,Out of Stock
Electronics,8283.11,4.68,8.01,Out of Stock
Food,194.26,3.54,25.62,In Stock
Food,478.73,3.91,4.49,In Stock
,1624.32,2.84,47.44,In Stock
Furniture,13608.84,1.29,7.75,Out of Stock
Furniture,5700.7,2.44,13.15,Out of Stock
Food,445.64,3.67,6.24,In Stock
Food,650.24,4.25,14.04,In Stock
Clothing,1043.71,3.0,48.19,In Stock
Furniture,9241.08,2.4,7.82,Out of Stock
Food,634.24,3.68,5.36,In Stock
Food,488.7,4.33,21.38,In Stock
Furniture,13583.85,2.3,1.13,Out of Stock
Clothing,2895.87,3.31,33.05,In Stock
Furniture,10995.66,2.91,3.08,Out of Stock
Electronics,8775.72,4.22,11.06,Out of Stock
Clothing,1721.4,2.34,8.78,In Stock
Clothing,1348.91,2.93,47.91,In Stock
Furniture,12403.47,3.31,7.76,Out of Stock
Furniture,5008.41,4.42,5.63,Out of Stock
,130.19,3.99,26.22,In Stock
Food,715.47,3.02,26.59,In Stock
,253.61,3.08,25.43,In Stock
Furniture,13366.4,3.09,8.62,Out of Stock
Clothing,2532.8,4.36,45.05,In Stock
Clothing,1881.87,4.9,49.83,In Stock
Electronics,5582.72,4.4,10.0,In Stock
Furniture,7650.8,3.15,0.84,Out of Stock
Food,429.85,4.74,6.4,In Stock
Clothing,1565.97,4.82,24.29,In Stock
Electronics,6791.84,2.76,10.39,Out of Stock
Furniture,10583.9,3.8,6.78,Out of Stock
Electronics,9087.4,3.13,6.77,Out of Stock
Food,543.46,4.44,16.74,In Stock
Furniture,3679.38,1.59,4.28,In Stock
Clothing,1206.56,4.02,5.83,In Stock
Electronics,8778.41,2.06,6.2,Out of Stock
Food,445.93,3.43,26.53,In Stock
Furniture,4024.43,2.56,12.74,Out of Stock
Food,511.88,3.58,12.62,In Stock
,11480.33,,13.4,Out of Stock
Electronics,6712.16,4.99,0.07,Out of Stock
Food,70.72,4.65,5.98,In Stock
Food,95.58,3.47,12.78,In Stock
Furniture,11766.8,3.19,3.56,In Stock
Electronics,7516.35,4.7,16.3,In Stock
Furniture,6878.28,4.44,10.63,In Stock
Food,96.84,3.07,5.05,In Stock
Clothing,,2.55,28.02,In Stock
Electronics,5466.3,4.68,6.88,Out of Stock
Furniture,13897.58,4.31,0.09,In Stock
Electronics,7320.68,1.1,18.17,In Stock
Clothing,1796.02,2.22,9.96,In Stock
Clothing,1458.77,4.82,36.18,In Stock
Furniture,13411.43,2.28,0.65,Out of Stock
Food,780.74,3.03,28.43,In Stock
Furniture,7424.13,1.04,10.34,Out of Stock
Clothing,2951.35,4.9,12.24,In Stock
Food,185.94,4.13,19.12,In Stock
,604.56,3.36,28.77,In Stock
Furniture,10664.87,3.96,8.1,Out of Stock
Furniture,7971.32,4.42,8.73,Out of Stock
Electronics,9334.37,4.81,,Out of Stock
Food,461.7,3.01,1.2,In Stock
Electronics,6004.26,1.74,5.1,In Stock
Food,278.7,3.72,12.62,In Stock
Clothing,747.17,2.13,35.33,In Stock
Clothing,1843.34,3.33,33.55,In Stock
Clothing,2569.2,3.28,33.85,In Stock
Food,765.18,4.68,12.78,In Stock
Clothing,2111.79,2.53,30.22,In Stock
Food,786.0,4.04,27.83,In Stock
Clothing,1518.34,5.0,31.06,In Stock
Electronics,5211.34,3.35,5.49,In Stock
Furniture,3389.78,3.87,4.14,In Stock
Clothing,2491.37,2.86,13.74,In Stock
Clothing,2934.84,3.08,32.06,In Stock
Food,507.49,4.12,27.44,In Stock
Clothing,2186.1,3.21,43.81,In Stock
Electronics,5905.31,3.18,19.01,In Stock
Clothing,2063.49,4.45,34.41,In Stock
Furniture,13072.45,4.31,4.09,Out of Stock
Food,177.25,3.97,21.06,In Stock
Food,220.39,3.01,10.29,In Stock
Food,776.64,,12.04,In Stock
Electronics,5962.88,2.42,3.4,Out of Stock
Clothing,765.76,4.72,49.89,In Stock
Furniture,4969.37,1.19,4.95,Out of Stock
Electronics,7308.3,1.82,6.03,Out of Stock
Clothing,1002.18,4.32,37.07,In Stock
Clothing,2087.38,3.16,45.91,In Stock
Clothing,2923.83,2.52,15.04,In Stock
Furniture,9307.57,1.32,6.55,Out of Stock
,7908.96,3.09,6.62,Out of Stock
Food,456.83,4.92,6.18,In Stock
Electronics,8274.16,1.17,1.33,Out of Stock
Furniture,9621.94,1.37,0.34,Out of Stock
Electronics,5857.56,3.26,14.07,In Stock
Clothing,1006.2,,13.21,In Stock
Food,510.09,3.82,19.61,In Stock
Food,796.29,4.88,0.13,In Stock
Clothing,2713.6,2.2,47.89,In Stock
Clothing,1204.56,3.15,9.12,In Stock
Clothing,780.68,,47.49,In Stock
Clothing,2026.87,4.15,39.29,In Stock
Electronics,6314.07,1.18,0.04,Out of Stock
Clothing,1376.62,2.72,7.8,In Stock
Clothing,948.82,2.37,46.17,Out of Stock
Clothing,850.67,3.61,31.69,In Stock
Food,457.62,3.2,9.56,In Stock
Furniture,3615.24,2.38,2.83,Out of Stock
,471.22,4.39,15.96,In Stock
,7171.18,2.55,16.83,In Stock
Electronics,6096.84,3.94,,In Stock
Furniture,8030.4,,7.06,Out of Stock
Clothing,733.03,2.14,10.02,In Stock
Electronics,5935.73,3.02,16.98,Out of Stock
Food,226.73,4.87,28.65,In Stock
Food,769.18,4.68,10.91,In Stock
Food,104.51,4.14,16.76,In Stock
Clothing,2624.94,4.99,27.87,In Stock
Electronics,6726.02,1.74,0.1,In Stock
Furniture,9109.36,2.94,12.37,Out of Stock
,1761.44,4.75,33.26,In Stock
Food,680.25,3.3,25.66,In Stock
Food,556.36,3.34,5.69,In Stock
Food,744.88,3.06,13.88,In Stock
Clothing,1283.69,4.0,42.78,In Stock
,1400.95,3.28,49.19,In Stock
Food,637.94,4.79,13.16,In Stock
Furniture,5808.91,2.44,10.74,Out of Stock
Furniture,4313.16,1.95,0.7,Out of Stock
Electronics,7161.74,4.31,0.49,In Stock
Electronics,8376.62,4.73,4.74,In Stock
Furniture,11323.62,4.41,14.43,Out of Stock
Food,226.2,3.2,4.45,In Stock
Furniture,11424.43,3.54,10.11,Out of Stock
Electronics,6680.39,1.68,11.62,Out of Stock
Food,412.76,4.46,13.24,In Stock
Food,303.98,3.59,6.34,In Stock
Food,249.31,3.19,10.41,In Stock
Clothing,591.42,2.56,38.6,In Stock
Electronics,6627.34,3.67,14.34,Out of Stock
Food,485.89,4.92,0.64,In Stock
Clothing,2346.63,4.88,43.8,In Stock
Clothing,919.73,2.98,12.76,In Stock
Furniture,10215.7,3.49,4.76,Out of Stock
Clothing,1848.77,4.07,23.96,In Stock
Furniture,13248.19,3.7,0.97,Out of Stock
,8105.63,1.94,11.15,Out of Stock
Food,767.67,4.76,12.14,In Stock
Furniture,6498.17,1.82,7.99,Out of Stock
Electronics,5571.24,3.2,0.03,Out of Stock
Electronics,6619.25,1.88,19.42,In Stock
Clothing,2318.11,3.05,9.18,In Stock
Electronics,7584.0,1.85,10.73,Out of Stock
Food,676.52,4.23,19.01,In Stock
Furniture,,4.25,13.98,Out of Stock
Clothing,1781.81,,25.68,In Stock
Clothing,966.39,3.91,27.5,In Stock
,758.25,2.59,26.58,In Stock
Food,715.69,4.13,20.45,In Stock
Electronics,6695.14,,,In Stock
Food,544.35,3.1,14.8,Out of Stock
,271.99,3.65,28.83,In Stock
Food,187.02,3.62,15.3,In Stock
Electronics,9315.13,2.67,14.88,Out of Stock
Food,692.28,,11.78,In Stock
Electronics,6782.78,4.33,,In Stock
